A Hoàng,0,Tiền vệ,174,67,7/31/1995,https://vpf.vn/wp-content/uploads/2018/12/HAGL_71_AHoang_VN0001168-150x150.jpg
Dụng Quang Nho,0,Hậu vệ,171,65,1/1/2000,https://vpf.vn/wp-content/uploads/2019/02/HAGL_86_DungQuangNho_VN0001169-150x150.jpg
Nguyễn Thanh Tùng,0,Thủ môn,179,75,6/23/1988,https://vpf.vn/wp-content/uploads/2018/12/thanh-tung-1-HLHT-150x150.jpg
Nguyễn Văn Nhuần,0,Hậu vệ,171,65,9/24/1997,https://vpf.vn/wp-content/uploads/2018/12/HLHT_2_NguyenVanNhuan_VN001705-150x150.jpg
Nguyễn Văn Hạnh,0,Hậu vệ,179,74,4/4/1998,https://vpf.vn/wp-content/plugins/joomsport-sports-league-results-management/sportleague/assets/images/player_st.png
Lâm Anh Quang,0,Hậu vệ,180,72,4/24/1991,https://vpf.vn/wp-content/uploads/2021/01/HLHT_4_LamAnhQuang_VN001708-150x150.jpg
Đặng Văn Trâm,0,Tiền vệ,168,70,1/2/1995,https://vpf.vn/wp-content/uploads/2018/12/HLHT_5_DangVanTram_VN0000383-150x150.jpg
Ngô Xuân Toàn,0,Tiền vệ,168,65,2/10/1993,https://vpf.vn/wp-content/uploads/2018/12/HLHT_6_NgoXuanToan_VN0000212-150x150.jpg
Đinh Thanh Trung,0,Tiền vệ,168,65,1/24/1988,https://vpf.vn/wp-content/uploads/2018/12/HLHT_VN0000418_DinhThanhTrung_7-150x150.jpg
Bruno Edgar Silva Almeida,0,Hậu vệ,190,84,,https://vpf.vn/wp-content/uploads/2018/12/HLHT_8_BrunoEdgarSilvaAlmeida_BR001714-150x150.jpg
Stephen Micheal Gopey,0,Tiền đạo,184,82,1/15/2000,https://vpf.vn/wp-content/uploads/2018/12/HLHT_9_StephenMichealGopey_NG001715-150x150.jpg
Trần Phi Sơn,0,Tiền vệ,168,70,3/14/1992,https://vpf.vn/wp-content/uploads/2018/12/HLHT_VN0000420_TranphiSon_10-150x150.jpg
Trần Đình Tiến,0,Tiền vệ,170,65,11/9/1998,https://vpf.vn/wp-content/uploads/2019/03/SLNA_VN0000600_TranDinhTien_15-150x150.jpg
Nguyễn Vũ Linh,0,Tiền vệ,170,70,3/12/1997,https://vpf.vn/wp-content/uploads/2018/12/HLHT_VN0000745_NguyenVuLinh_12-150x150.jpg
Phạm Văn Long,0,Tiền vệ,170,65,1/9/1997,https://vpf.vn/wp-content/uploads/2018/12/HLHT_VN0000424_PhamVanLong_16-150x150.jpg
Trần Văn Bửu,0,Tiền vệ,168,63,7/17/1998,https://vpf.vn/wp-content/uploads/2019/02/QNFC_88_TranVanBuu_VN0002262-150x150.jpg
Vũ Quang Nam,0,Tiền đạo,180,80,8/22/1992,https://vpf.vn/wp-content/uploads/2018/12/HLHT_VN0001725_VuQuangNam_18-150x150.jpg
Nguyễn Xuân Hùng,0,Hậu vệ,172,73,2/1/1991,https://vpf.vn/wp-content/uploads/2018/12/HLHT_VN0000428_NguyenXuanHung_20-150x150.jpg
Nguyễn Văn Huy,0,Hậu vệ,165,65,7/10/1998,https://vpf.vn/wp-content/uploads/2018/12/HLHT_VN0000429_NguyenVanHuy_21-150x150.jpg
Hồ Sỹ Sâm,0,Tiền vệ,170,67,9/2/1993,https://vpf.vn/wp-content/uploads/2018/12/SLNA_VN0000593_HoSySam_6-150x150.jpg
Dương Quang Tuấn,0,Thủ môn,175,73,6/20/1996,https://vpf.vn/wp-content/uploads/2018/12/HLHT_VN0000432_DuongQuangTua¦n_25-150x150.jpg
Bùi Văn Đức,0,Tiền vệ,174,67,3/15/1997,https://vpf.vn/wp-content/uploads/2018/12/HLHT_VN0002258_BuiVanDuc_26-150x150.jpg
Nguyễn Trung Học,0,Tiền vệ,172,67,3/3/1998,https://vpf.vn/wp-content/uploads/2018/12/HLHT_VN0000435_NguyenTrungHo_c_88-150x150.jpg
Dương Tùng Lâm,0,Thủ môn,179,76,5/22/1999,https://vpf.vn/wp-content/uploads/2018/12/HLHT_VN0000431_DuongTungLam_24-150x150.jpg
Vũ Viết Triều,0,Hậu vệ,180,75,2/23/1997,https://vpf.vn/wp-content/uploads/2018/12/HLHT_VN0000581_VuVietTrieu_30-150x150.jpg
Tạ Việt Sơn,0,Tiền vệ,176,66,2/21/2003,https://vpf.vn/wp-content/uploads/2018/12/HLHT_33_TaVietSon_VN0001011-150x150.jpg
Nguyễn Ngọc Thắng,0,Hậu vệ,175,70,8/2/2002,https://vpf.vn/wp-content/uploads/2021/01/HLHT_VN0002261_NguyenNgo_cTha¦ng_38-150x150.jpg
Dương Văn Kiên,0,Hậu vệ,172,72,3/13/2003,https://vpf.vn/wp-content/uploads/2022/07/HLHT-45-Dương-Văn-Kiên-150x150.jpg
Nguyễn Văn Trường,0,Hậu vệ,174,64,11/16/2003,https://vpf.vn/wp-content/uploads/2018/12/HLHT_68_NguyenVanTruong_VN0000937-150x150.jpg
Đào Tấn Lộc,0,Hậu vệ,181,69,8/15/1998,https://vpf.vn/wp-content/uploads/2018/12/HLHT_VN0002269_DaoTanLoc_86-150x150.jpg
Diallo Abdoulaye,0,Tiền đạo,186,80,1/15/1996,https://vpf.vn/wp-content/uploads/2023/01/HLHT_SN0002263_DialloAbdoulaye_91-150x150.jpg
Đoàn Công Thành,0,Hậu vệ,180,71,3/30/1997,https://vpf.vn/wp-content/uploads/2023/10/KHFC_3_DoanCongThanh_VN001729-150x150.jpg
Sesay Alie,0,Hậu vệ,185,86,8/2/1994,https://vpf.vn/wp-content/uploads/2023/10/KHFC_4_SesayAlie_US001731-150x150.jpg
Nguyễn Thành Nhân,0,Tiền vệ,172,66,4/14/2000,https://vpf.vn/wp-content/uploads/2020/01/KHFC_VN0000874_NguyenThanhNhan_7-1-150x150.jpg
Lê Duy Thanh,0,Tiền vệ,167,67,12/19/1990,https://vpf.vn/wp-content/uploads/2023/10/KHFC_8_LeDuyThanh_VN0001225-150x150.jpg
Guirassy Mamadou,0,Tiền đạo,184,83,10/13/1995,https://vpf.vn/wp-content/uploads/2023/10/KHFC_9_GuirassyMamadou_FR001738-150x150.jpg
Truong Quoc Minh,0,Tiền vệ,174,75,11/7/2000,https://vpf.vn/wp-content/uploads/2023/10/KHFC_11_TruongQuocMinh_DK001741-150x150.jpg
Nguyễn Văn Sang,0,Tiền vệ,168,64,5/6/1997,https://vpf.vn/wp-content/uploads/2023/10/KHFC_12_NguyenVanSang_VN001742-150x150.jpg
Nguyễn Hoài Anh,0,Thủ môn,181,75,3/10/1993,https://vpf.vn/wp-content/uploads/2023/10/KHFC_13_NguyenHoaiAnh_VN0000304-150x150.jpg
Lê Nguyễn Thanh Vị,0,Tiền vệ,170,64,5/6/1999,https://vpf.vn/wp-content/uploads/2023/10/KHFC_14_LeNguyenThanhvi_VN0001227-150x150.jpg
Nguyễn Đình Mạnh,0,Tiền vệ,174,58,4/25/1998,https://vpf.vn/wp-content/uploads/2023/10/KHFC_18_NguyenDinhManh_VN001744-150x150.jpg
Dương Đoàn Công Hậu,0,Tiền đạo,175,63,9/20/2000,https://vpf.vn/wp-content/uploads/2023/10/KHFC_19_DuongDoanCongHau_VN001745-150x150.jpg
Trần Văn Tùng,0,Tiền đạo,170,65,2/10/1996,https://vpf.vn/wp-content/uploads/2023/10/KHFC_20_TranVanTung_VN0001233-150x150.jpg
Trần Mạnh Hùng,0,Tiền vệ,165,60,3/17/1997,https://vpf.vn/wp-content/uploads/2023/10/KHFC_21_TranManhHung_VN001746-150x150.jpg
Leazard Watz Landy,0,Tiền đạo,188,81,6/17/2003,https://vpf.vn/wp-content/uploads/2023/10/KHFC_22_LeazardWatzLandy_HT001747-150x150.jpg
Trần Trọng Hiếu,0,Hậu vệ,175,75,5/15/1996,https://vpf.vn/wp-content/uploads/2023/10/KHFC_23_TranTrongHieu_VN001748-150x150.jpg
Nguyễn Tuấn Mạnh,0,Thủ môn,181,78,7/31/1990,https://vpf.vn/wp-content/uploads/2023/10/KHFC_26_NguyenTuanManh_VN001749-150x150.jpg
Nguyễn Văn Hiệp,0,Tiền vệ,171,64,4/8/1994,https://vpf.vn/wp-content/uploads/2023/10/KHFC_28_NguyenVanHiep_VN001750-150x150.jpg
Bùi Nguyễn Tuấn Kiệt,0,Trung vệ,183,82,3/3/2002,https://vpf.vn/wp-content/uploads/2023/10/KHFC_29_BuiNguyenTanKiet_VN001751-150x150.jpg
Nguyễn Đức Cường,0,Tiền vệ,174,74,1/31/1996,https://vpf.vn/wp-content/uploads/2023/10/KHFC_30_NguyenDucCuong_VN0000513-150x150.jpg
Nguyễn Duy Dương,0,Hậu vệ,170,64,10/10/1995,https://vpf.vn/wp-content/uploads/2023/10/KHFC_35_NguyenDuyDuong_VN0001236-150x150.jpg
Nguyễn Minh Lợi,0,Hậu vệ,174,72,9/13/2002,https://vpf.vn/wp-content/uploads/2023/10/KHFC_37_NguyenMinhLoi_VN001752-150x150.jpg
Hổ ,0,Tiền vệ,163,60,7/2/1998,https://vpf.vn/wp-content/uploads/2023/10/KHFC_47_Ho_VN001753-150x150.jpg
Huỳnh Nhật Tân,0,Tiền vệ,172,66,10/25/1997,https://vpf.vn/wp-content/uploads/2023/10/KHFC_52_HuynhNhatTan_VN0001226-150x150.jpg
Hứa Quốc Thắng,0,Hậu vệ,185,79,4/18/2001,https://vpf.vn/wp-content/uploads/2023/10/KHFC_55_HuaQuocThang_VN001754-150x150.jpg
Đinh Văn Trường,0,Hậu vệ,165,55,10/22/1996,https://vpf.vn/wp-content/uploads/2023/10/KHFC_66_DinhVanTruong_VN001755-150x150.jpg
Đỗ Trường Trân,0,Tiền vệ,165,65,1/27/2002,https://vpf.vn/wp-content/uploads/2023/10/KHFC_77_DoTruongTran_VN001756-150x150.jpg
Trần Đình Kha,0,Tiền đạo,175,75,3/21/1994,https://vpf.vn/wp-content/uploads/2023/10/KHFC_88_TranDinhKha_VN0001230-150x150.jpg
Nguyễn Hữu Khôi,0,Tiền đạo,173,70,4/1/1992,https://vpf.vn/wp-content/uploads/2023/10/KHFC_89_NguyenHuuKhoi_VN0000674-150x150.jpg
Võ Ngọc Cường,0,Thủ môn,172,67,2/22/1994,https://vpf.vn/wp-content/uploads/2023/10/KHFC_93_VoNgocCuong_VN0001234-150x150.jpg
Nguyễn Văn Công,0,Thủ môn,182,82,8/1/1992,https://vpf.vn/wp-content/uploads/2018/12/QNFC_1_NguyenVanCong_VN0000492-150x150.jpg
Trần Ngọc Hiệp,0,Hậu vệ,177,67,2/3/1999,https://vpf.vn/wp-content/uploads/2018/12/QNFC_3_TranNgocHiep_VN001760-150x150.jpg
Nguyễn Tăng Tiến,0,Hậu vệ,181,78,1/31/1994,https://vpf.vn/wp-content/uploads/2018/12/QNFC_4_NguyenTangTien_VN0001092-150x150.jpg
Lamothe Pierre ,0,Hậu vệ,173,65,9/18/1997,https://vpf.vn/wp-content/uploads/2018/12/QNFC_5_Pierre_CA001762-150x150.jpg
Lê Hải Đức,0,Hậu vệ,178,76,2/24/2000,https://vpf.vn/wp-content/uploads/2018/12/QNFC_6_LeHaiDuc_VN001763-150x150.jpg
Nguyễn Đình Bắc,0,Tiền vệ,179,72,8/19/2004,https://vpf.vn/wp-content/uploads/2018/12/QNFC_7_NguyenDinhBac_VN001278-150x150.jpg
Phan Thanh Hậu,0,Tiền vệ,171,60,1/12/1997,https://vpf.vn/wp-content/uploads/2018/12/QNFC_8_PhanThanhHau_VN001766-150x150.jpg
Lê Văn Nam,0,Tiền đạo,171,71,10/30/1999,https://vpf.vn/wp-content/uploads/2018/12/QNFC_9_LeVanNam_VN001769-150x150.jpg
Mạch Ngọc Hà,0,Tiền vệ,170,62,9/10/2000,https://vpf.vn/wp-content/uploads/2018/12/QNFC_10_MachNgocHa_VN001770-150x150.jpg
Nguyễn Văn Trạng,0,Tiền vệ,167,61,6/15/1998,https://vpf.vn/wp-content/uploads/2018/12/QNFC_11_NguyenVanTrang_VN001772-150x150.jpg
Trần Hoàng Hưng,0,Hậu vệ,175,70,9/19/1996,https://vpf.vn/wp-content/uploads/2018/12/QNFC_12_TranHoangHung_VN0000646-150x150.jpg
Yago Goncalves Nogueira Ramos,0,Tiền đạo,190,83,3/4/1996,https://vpf.vn/wp-content/uploads/2018/12/QNFC_14_YagoGoncalvesNogueiraRamos_BR001773-150x150.jpg
Mạc Đức Việt Anh,0,Hậu vệ,176,70,1/16/1997,https://vpf.vn/wp-content/uploads/2018/12/QNFC_16_MacDucVietAnh_VN0000752-1-150x150.jpg
Cao Xuân Thắng,0,Tiền vệ,166,65,2/5/1993,https://vpf.vn/wp-content/uploads/2018/12/QNFC_17_CaoXuanThang_VN001774-150x150.jpg
Võ Văn Toàn,0,Tiền vệ,174,69,4/28/1999,https://vpf.vn/wp-content/uploads/2018/12/QNFC_18_VoVanToan_VN001775-150x150.jpg
Nguyễn Tiến Duy,0,Hậu vệ,180,72,4/29/1991,https://vpf.vn/wp-content/uploads/2018/12/QNFC_20_NguyenTienDuy_VN0000357-150x150.jpg
Nguyễn Văn Ngọc,0,Hậu vệ,176,71,1/5/1999,https://vpf.vn/wp-content/uploads/2018/12/QNFC_23_NguyenVanNgoc_VN0000749-150x150.jpg
Nguyễn Văn Ka,0,Tiền vệ,170,72,7/30/1999,https://vpf.vn/wp-content/uploads/2018/12/QNFC_24_NguyenVanKa_VN001776-150x150.jpg
Lê Xuân Tú,0,Tiền đạo,180,72,9/6/1999,https://vpf.vn/wp-content/uploads/2018/12/QNFC_25_LeXuanTu_VN0000495-150x150.jpg
Tống Đức An,0,Thủ môn,178,75,3/21/1991,https://vpf.vn/wp-content/uploads/2018/12/QNFC_26_TongDucAn_VN001777-150x150.jpg
Phù Trung Phong,0,Tiền vệ,171,66,6/8/1998,https://vpf.vn/wp-content/uploads/2018/12/QNFC_28_PhuTrungPhong_VN001778-150x150.jpg
Ngân Văn Đại,0,Tiền vệ,174,72,2/9/1992,https://vpf.vn/wp-content/uploads/2018/12/QNFC_29_NganVanDai_VN0002256-150x150.jpg
Paulo Conrado Do Carmo Sardin,0,Tiền đạo,190,83,7/18/1991,https://vpf.vn/wp-content/uploads/2018/12/QNFC_30_PauloConrado_BR001943-150x150.jpg
Nguyễn Tiến Mạnh,0,Thủ môn,178,75,1/20/2003,https://vpf.vn/wp-content/uploads/2018/12/QNFC_34_NguyenTienManh_VN001780-150x150.jpg
Nguyễn Vũ Hoàng Dương,0,Hậu vệ,175,68,8/20/1992,https://vpf.vn/wp-content/uploads/2018/12/QNFC_36_NguyenVuHoangDuong_VN0000741-1-150x150.jpg
Võ Ngọc Đức,0,Hậu vệ,170,71,10/10/1994,https://vpf.vn/wp-content/uploads/2018/12/QNFC_37_VoNgocDuc_VN001781-150x150.jpg
Hoàng Vũ Olaleye Samson,0,Tiền đạo,180,75,10/6/1988,https://vpf.vn/wp-content/uploads/2018/12/QNFC_39_HoangVuOlaleyeSamson_VN001782-150x150.jpg
Vũ Văn Sơn,0,Hậu vệ,181,77,10/5/2003,https://vpf.vn/wp-content/uploads/2018/12/QNFC_56_VuVanSon_VN001783-150x150.jpg
Eze Stephen ,0,Hậu vệ,198,102,3/8/1994,https://vpf.vn/wp-content/uploads/2018/12/QNFC_66_Stephen_NG001944-150x150.jpg
Hoàng Thế Tài,0,Tiền vệ,170,61,6/23/1998,https://vpf.vn/wp-content/uploads/2018/12/QNFC_98_HoangTheTai_VN001784-150x150.jpg
Đặng Văn Lâm,0,Thủ môn,188,87,8/13/1993,https://vpf.vn/wp-content/uploads/2018/12/B-FC_1_DangVanLam_VN0001140-150x150.jpg
Marlon Rangel De Almeida,0,Hậu vệ,189,80,5/22/1996,https://vpf.vn/wp-content/uploads/2018/12/B-FC_3_MarlonRangelDeAlmeida_BR001788-150x150.jpg
Phan Ngọc Tín,0,Hậu vệ,176,75,3/9/2004,https://vpf.vn/wp-content/uploads/2018/12/B-FC_4_PhanNgocTin_VN0000377-150x150.jpg
Đỗ Thanh Thịnh,0,Hậu vệ,169,75,8/18/1998,https://vpf.vn/wp-content/uploads/2018/12/B-FC_6_DoThanhThinh_VN001792-150x150.jpg
Le Viktor,0,Tiền vệ,180,70,10/11/2003,https://vpf.vn/wp-content/uploads/2018/12/B-FC_7_Viktorle_RU001794-150x150.jpg
Mạc Hồng Quân,0,Tiền vệ,180,81,1/1/1992,https://vpf.vn/wp-content/uploads/2018/12/B-FC_8_MacHongQuan_VN0000361-150x150.jpg
Hà Đức Chinh,0,Tiền đạo,174,74,9/22/1997,https://vpf.vn/wp-content/uploads/2018/12/B-FC_9_HaDucChinh_VN001796-150x150.jpg
Leonardo Artur De Melo,0,Tiền vệ,177,68,3/23/1995,https://vpf.vn/wp-content/uploads/2018/12/B-FC_10_LeonardoArturDeMelo_BR001798-150x150.jpg
Trần Đình Trọng,0,Hậu vệ,175,70,4/25/1997,https://vpf.vn/wp-content/uploads/2018/12/B-FC_12_TranDinhTrong_VN0000368-150x150.jpg
Đỗ Văn Thuận,0,Tiền vệ,170,71,5/23/1992,https://vpf.vn/wp-content/uploads/2018/12/B-FC_14_DoVanThuan_VN001802-150x150.jpg
Vũ Xuân Cường,0,Hậu vệ,170,65,8/6/1992,https://vpf.vn/wp-content/uploads/2018/12/B-FC_15_VuXuanCuong_VN001803-150x150.jpg
Đinh Thành Luân,0,Tiền vệ,173,65,3/13/2004,https://vpf.vn/wp-content/uploads/2018/12/B-FC_16_DinhThanhLuan_VN0001144-150x150.jpg
Lê Ngọc Bảo,0,Hậu vệ,178,82,3/29/1998,https://vpf.vn/wp-content/uploads/2018/12/B-FC_17_LeNgocBao_VN001804-150x150.jpg
Nguyễn Văn Đức,0,Hậu vệ,168,63,1/13/1996,https://vpf.vn/wp-content/uploads/2018/12/B-FC_18_NguyenVanDuc_VN001805-150x150.jpg
Adriano Schmidt,0,Hậu vệ,185,78,5/9/1994,https://vpf.vn/wp-content/uploads/2018/12/B-FC_19_AdrianoSchmidt_VN0000289-150x150.jpg
Cao Văn Triền,0,Tiền vệ,168,68,6/18/1993,https://vpf.vn/wp-content/uploads/2018/12/B-FC_23_CaoVanTrien_VN001806-150x150.jpg
Nguyễn Mạnh Cường,0,Thủ môn,184,82,9/3/1997,https://vpf.vn/wp-content/uploads/2018/12/B-FC_24_NguyenManhCuong_VN0000370-150x150.jpg
Trần Đình Minh Hoàng,0,Thủ môn,175,73,1/8/1993,https://vpf.vn/wp-content/uploads/2018/12/B-FC_26_TranDinhMinhHoang_VN0000372-150x150.jpg
Nguyễn Đức Hữu,0,Tiền vệ,172,69,5/20/2001,https://vpf.vn/wp-content/uploads/2018/12/B-FC_28_NguyenDucHuu_VN001807-150x150.jpg
Nguyễn Võ Minh Hiếu,0,Tiền vệ,166,64,2/2/2003,https://vpf.vn/wp-content/uploads/2018/12/B-FC_29_NguyenVoMinhHieu_VN0001146-150x150.jpg
Huỳnh Tiến Đạt,0,Tiền đạo,169,68,1/26/2000,https://vpf.vn/wp-content/uploads/2018/12/B-FC_43_HuynhTienDat_VN001808-150x150.jpg
Vũ Minh Tuấn,0,Tiền vệ,174,66,9/19/1990,https://vpf.vn/wp-content/uploads/2018/12/B-FC_66_VuMinhTuan_VN001809-150x150.jpg
Ngô Hồng Phước,0,Tiền đạo,173,64,7/3/1998,https://vpf.vn/wp-content/uploads/2018/12/B-FC_67_NgoHongPhuoc_VN001810-150x150.jpg
Alan Sebastiao Alexandre,0,Tiền đạo,189,82,2/8/1998,https://vpf.vn/wp-content/uploads/2018/12/B-FC_72_AlanSebastiaoAlexandre_BR001811-150x150.jpg
Nghiêm Xuân Tú,0,Tiền vệ,174,67,8/28/1988,https://vpf.vn/wp-content/uploads/2018/12/B-FC_77_NghiemXuanTu_VN0000380-150x150.jpg
Phạm Văn Thành,0,Tiền vệ,174,71,3/16/1994,https://vpf.vn/wp-content/uploads/2018/12/B-FC_88_PhamVanThanh_VN0000381-150x150.jpg
Trịnh Đức Lợi,0,Hậu vệ,179,74,8/22/1994,https://vpf.vn/wp-content/uploads/2018/12/B-FC_94_TrinhDucLoi_VN0000221-150x150.jpg
Phạm Minh Nghĩa,0,Hậu vệ,178,71,9/25/1998,https://vpf.vn/wp-content/uploads/2018/12/B-FC_98_PhamMinhNghia_VN0001078-150x150.jpg
Nguyễn Văn Việt,0,Thủ môn,180,70,7/12/2002,https://vpf.vn/wp-content/uploads/2020/01/SLNA_VN0002253_NguyenVanViet_14-150x150.jpg
Vương Văn Huy,0,Hậu vệ,163,63,8/10/2001,https://vpf.vn/wp-content/uploads/2023/01/SLNA_VN0002244_VuongVanHuy_2-150x150.jpg
Lê Nguyên Hoàng,0,Hậu vệ,177,68,2/14/2005,https://vpf.vn/wp-content/uploads/2022/02/SLNA_3_LeNguyenHoang_VN001815-150x150.jpg
Lê Văn Thành,0,Hậu vệ,177,68,7/24/2001,https://vpf.vn/wp-content/uploads/2021/03/SLNA_VN0002247_LeVanThanh_5-150x150.jpg
Trần Đình Hoàng,0,Hậu vệ,174,68,12/8/1991,https://vpf.vn/wp-content/uploads/2018/12/SLNA_VN0000619_TranDinhHoang_66-150x150.jpg
Olaha Michael Onyedikachi,0,Tiền đạo,180,78,7/4/1997,https://vpf.vn/wp-content/uploads/2018/12/SLNA_NG0000617_OLAHAMICHAELONYEDIKACHI_10-150x150.jpg
Nguyễn Trọng Hoàng,0,Tiền vệ,172,65,4/14/1989,https://vpf.vn/wp-content/uploads/2018/12/SLNA_VN0000612_NguyenTrongHoang_9-150x150.jpg
Đinh Xuân Tiến,0,Tiền vệ,171,65,1/10/2003,https://vpf.vn/wp-content/uploads/2022/02/SLNA_VN0000616_DinhXuanTien_23-150x150.jpg
Trần Mạnh Quỳnh,0,Tiền vệ,170,65,1/18/2001,https://vpf.vn/wp-content/uploads/2021/01/SLNA_VN0000607_TranManhQuynh_26-150x150.jpg
Nguyễn Văn Việt,0,Tiền vệ,173,60,4/6/1999,https://vpf.vn/wp-content/uploads/2022/02/SLNA_14_NguyenVanViet_VN001829-150x150.jpg
Hồ Khắc Lương,0,Hậu vệ,172,68,1/10/2001,https://vpf.vn/wp-content/uploads/2021/03/SLNA_VN0000598_HoKhacLuong_24-150x150.jpg
Nguyễn Quang Vinh,0,Tiền vệ,174,68,1/27/2005,https://vpf.vn/wp-content/uploads/2022/02/SLNA_16_NguyenQuangVinh_VN001830-150x150.jpg
Trần Nam Hải,0,Tiền vệ,182,75,2/5/2004,https://vpf.vn/wp-content/uploads/2022/02/SLNA_17_TranNamHai_VN0000999-150x150.jpg
Hồ Phúc Tịnh,0,Tiền đạo,175,68,8/28/1994,https://vpf.vn/wp-content/uploads/2018/12/SLNA_VN0000595_HoPhucTinh_8-150x150.jpg
Phan Bá Quyền,0,Hậu vệ,175,68,2/17/2002,https://vpf.vn/wp-content/uploads/2022/02/SLNA_19_PhanBaQuyen_VN001831-150x150.jpg
Ngô Văn Lương,0,Tiền đạo,172,65,6/3/2001,https://vpf.vn/wp-content/uploads/2023/01/SLNA_VN0002257_NgoVanLuong_20-150x150.jpg
Phan Xuân Đại,0,Tiền đạo,173,65,1/1/2003,https://vpf.vn/wp-content/uploads/2022/02/SLNA_VN0000611_PhanXuanDai_21-150x150.jpg
Nguyễn Xuân Bình,0,Tiền vệ,171,65,5/24/2001,https://vpf.vn/wp-content/uploads/2021/01/SLNA_VN0000599_NguyenXuanBinh_27-150x150.jpg
Mai Sỹ Hoàng,0,Hậu vệ,171,60,1/1/1999,https://vpf.vn/wp-content/uploads/2020/01/SLNA_VN0000608_MaiSyHoang_79-150x150.jpg
Lê Văn Quý,0,Tiền vệ,168,60,2/18/2004,https://vpf.vn/wp-content/uploads/2022/02/SLNA_24_LeVanQuy_VN001832-150x150.jpg
Trần Văn Tiến,0,Thủ môn,184,70,6/26/1994,https://vpf.vn/wp-content/uploads/2018/12/SLNA_VN0000596_TranVanTien_25-150x150.jpg
Cao Văn Bình,0,Thủ môn,183,80,1/8/2005,https://vpf.vn/wp-content/uploads/2022/02/SLNA_26_CaoVanBinh_VN001834-150x150.jpg
Ngô Văn Bắc,0,Tiền vệ,169,63,3/27/2004,https://vpf.vn/wp-content/uploads/2022/02/SLNA_27_NgoVanBac_VN001835-150x150.jpg
Nguyễn Văn Bách,0,Tiền vệ,172,66,1/2/2003,https://vpf.vn/wp-content/uploads/2022/02/SLNA_VN0000609_NguyenVanBach_29-150x150.jpg
Đặng Quang Tú,0,Tiền vệ,173,69,6/13/2001,https://vpf.vn/wp-content/uploads/2022/02/SLNA_29_DangQuangTu_VN001836-150x150.jpg
Đặng Văn Lắm,0,Tiền vệ,170,63,12/6/1999,https://vpf.vn/wp-content/uploads/2020/02/SLNA_VN0000597_DangVanLam_37-150x150.jpg
Bùi Đình Châu,0,Tiền vệ,168,65,2/6/1996,https://vpf.vn/wp-content/uploads/2019/03/SLNA_VN0000602_BuiDinhChau_4-150x150.jpg
Akwa Raphael Success,0,Tiền vệ,173,68,3/10/1998,https://vpf.vn/wp-content/uploads/2023/01/SLNA_9_Akwa-Raphael-Success-150x150.jpg
Zebic Mario,0,Hậu vệ,187,82,12/17/1995,https://vpf.vn/wp-content/uploads/2022/02/SLNA_95_HrvatskoMarioZebic_HR001837-150x150.jpg
Đinh Xuân Khải,0,Hậu vệ,176,67,6/24/2007,https://vpf.vn/wp-content/uploads/2023/10/NDFC_2_DinhXuanKhai_VN001838-150x150.jpg
Dương Thanh Hào,0,Hậu vệ,175,67,6/23/1991,https://vpf.vn/wp-content/uploads/2023/10/NDFC_3_DuongThanhHao_VN0001083-150x150.jpg
Hoàng Văn Khánh,0,Hậu vệ,181,71,4/5/1995,https://vpf.vn/wp-content/uploads/2018/12/NDFC_VN0002242_HoangVanKhanh_5-150x150.jpg
Phạm Đức Huy,0,Tiền vệ,172,67,1/20/1995,https://vpf.vn/wp-content/uploads/2018/12/NDFC_VN0000694_PhamDucHuy_6-150x150.jpg
Nguyễn Phong Hồng Duy,0,Hậu vệ,169,66,6/13/1996,https://vpf.vn/wp-content/uploads/2018/12/NDFC_VN0002244_NguyenPhongHongDuy_7-150x150.jpg
Nguyễn Đình Sơn,0,Tiền vệ,173,66,5/5/2001,https://vpf.vn/wp-content/uploads/2021/01/NDFC_VN0000657_NguyenDinhSon_19-150x150.jpg
Nguyễn Văn Toàn,0,Tiền đạo,170,58,4/12/1996,https://vpf.vn/wp-content/uploads/2023/10/NDFC_9_NguyenVanToan_VN001846-150x150.jpg
Hendrio Araujo Dasilva,0,Tiền vệ,181,74,5/16/1994,https://vpf.vn/wp-content/uploads/2021/01/NDFC_ES0002246_HendrioAraujoDasilva_10-150x150.jpg
Douglas Coutinho Gomes de Souza,0,Tiền đạo,183,71,8/2/1994,https://vpf.vn/wp-content/plugins/joomsport-sports-league-results-management/sportleague/assets/images/player_st.png
Hồ Khắc Ngọc,0,Tiền vệ,170,60,8/2/1992,https://vpf.vn/wp-content/uploads/2018/12/NDFC_VN0002247_HoKhacNgoc_12-150x150.jpg
Trần Văn Kiên,0,Hậu vệ,170,62,5/13/1996,https://vpf.vn/wp-content/uploads/2023/10/NDFC_13_TranVanKien_VN001855-150x150.jpg
Rafaelson Bezerra Fernandes,0,Tiền đạo,185,90,3/30/1997,https://vpf.vn/wp-content/uploads/2023/10/NDFC_14_RafaelsonBezerraFernandes_BR001856-150x150.jpg
Nguyễn Hữu Tuấn,0,Hậu vệ,178,70,5/6/1992,https://vpf.vn/wp-content/uploads/2020/05/NDFC_VN0002249_NguyenHuuTuan_15-150x150.jpg
Nguyễn Văn Vĩ,0,Hậu vệ,169,60,2/12/1998,https://vpf.vn/wp-content/uploads/2018/12/HNFC_VN0000708_NGUYENVANVI_52-150x150.jpg
